Date,Open,High,Low,Close,Adj Close,Volume
2017-01-03,118.37999725341797,119.0,116.58999633789062,117.8499984741211,94.3082046508789,7404800
2017-01-04,118.41000366210938,118.6500015258789,117.5999984741211,117.81999969482422,94.28419494628906,6679900
2017-01-05,118.0,118.4800033569336,116.72000122070312,117.30999755859375,93.87608337402344,5928600
2017-01-06,117.44999694824219,117.58000183105469,116.37999725341797,116.83999633789062,93.49996185302734,4762500
2017-01-09,116.29000091552734,116.36000061035156,115.11000061035156,115.83999633789062,92.6997299194336,6891800
2017-01-10,115.55999755859375,116.38999938964844,114.88999938964844,114.95999908447266,91.99549865722656,6184400
2017-01-11,115.1500015258789,116.44999694824219,114.86000061035156,115.93000030517578,92.77174377441406,6158200
2017-01-12,116.5,116.98999786376953,115.41000366210938,116.16000366210938,92.95579528808594,4940000
2017-01-13,115.86000061035156,116.87999725341797,115.61000061035156,116.37999725341797,93.13184356689453,4953000
2017-01-17,116.4000015258789,116.7699966430664,116.11000061035156,116.27999877929688,93.05183410644531,4669700
2017-01-18,115.68000030517578,116.04000091552734,115.4000015258789,115.94000244140625,92.77974700927734,4855300
2017-01-19,115.88999938964844,115.95999908447266,115.29000091552734,115.58000183105469,92.49166107177734,3427800
2017-01-20,116.31999969482422,116.75,115.33999633789062,115.5999984741211,92.50765228271484,6730900
2017-01-23,115.12000274658203,115.95999908447266,114.98999786376953,115.38999938964844,92.3396224975586,5104100
2017-01-24,115.8499984741211,117.11000061035156,115.61000061035156,116.37000274658203,93.12385559082031,5024400
2017-01-25,116.9000015258789,117.43000030517578,116.33999633789062,117.23999786376953,93.82005310058594,5276800
2017-01-26,117.5,117.81999969482422,116.5,116.55000305175781,93.2679214477539,6937300
2017-01-27,113.52999877929688,114.69999694824219,112.8499984741211,113.79000091552734,91.05924224853516,11698900
2017-01-30,113.1500015258789,113.80000305175781,110.72000122070312,111.81999969482422,89.48275756835938,8252900
2017-01-31,111.88999938964844,112.19999694824219,110.76000213623047,111.3499984741211,89.10665130615234,7951000
2017-02-01,111.19999694824219,111.77999877929688,110.83999633789062,111.0,88.82655334472656,5889300
2017-02-02,111.16999816894531,112.23999786376953,110.70999908447266,112.20999908447266,89.79485321044922,6289000
2017-02-03,112.41000366210938,114.27999877929688,112.13999938964844,113.56999969482422,90.88316345214844,6623500
2017-02-06,113.27999877929688,113.5,112.44999694824219,112.9800033569336,90.4110336303711,5637300
2017-02-07,112.9800033569336,113.0999984741211,111.11000061035156,111.38999938964844,89.13865661621094,6038400
2017-02-08,111.12999725341797,111.79000091552734,110.31999969482422,111.58000183105469,89.29071044921875,5188800
2017-02-09,111.58000183105469,112.62999725341797,111.58000183105469,112.26000213623047,89.83486938476562,4607800
2017-02-10,112.75,113.44999694824219,112.37000274658203,113.05000305175781,90.46705627441406,6194300
2017-02-13,113.36000061035156,113.98999786376953,113.05000305175781,113.91000366210938,91.15528106689453,4858500
2017-02-14,112.68000030517578,113.06999969482422,111.77999877929688,112.5199966430664,90.90480041503906,5811200
2017-02-15,112.20999908447266,113.23999786376953,112.20999908447266,112.56999969482422,90.94520568847656,7048100
2017-02-16,112.98999786376953,112.98999786376953,110.43000030517578,110.68000030517578,89.41828155517578,9478200
2017-02-17,110.41999816894531,110.56999969482422,109.2699966430664,110.33000183105469,89.1355209350586,8111000
2017-02-21,110.7300033569336,112.30999755859375,110.5999984741211,111.72000122070312,90.25849151611328,6619100
2017-02-22,111.19000244140625,111.77999877929688,110.30999755859375,110.37999725341797,89.1759033203125,5732000
2017-02-23,111.33999633789062,111.83000183105469,110.75,111.0199966430664,89.6929702758789,8659700
2017-02-24,110.9000015258789,111.0199966430664,109.47000122070312,110.12000274658203,88.9658432006836,6189400
2017-02-27,110.6500015258789,112.2699966430664,110.37000274658203,111.75,90.28273010253906,7275800
2017-02-28,111.66000366210938,112.76000213623047,111.48999786376953,112.5,90.8886489868164,7030200
2017-03-01,112.91999816894531,114.38999938964844,112.87999725341797,113.87999725341797,92.0035400390625,7353800
2017-03-02,113.66999816894531,114.2699966430664,113.30999755859375,113.36000061035156,91.58344268798828,5892500
2017-03-03,113.36000061035156,113.88999938964844,113.20999908447266,113.55000305175781,91.73694610595703,4905600
2017-03-06,113.25,113.5,112.66999816894531,113.16999816894531,91.42994689941406,4731900
2017-03-07,113.54000091552734,113.87999725341797,111.69000244140625,111.80999755859375,90.33120727539062,6660300
2017-03-08,111.68000030517578,111.91999816894531,109.4000015258789,109.61000061035156,88.55382537841797,9071600
2017-03-09,109.30999755859375,110.16999816894531,108.51000213623047,110.04000091552734,88.9012222290039,7247400
2017-03-10,111.4000015258789,111.41000366210938,109.44000244140625,110.61000061035156,89.36172485351562,6560300
2017-03-13,110.51000213623047,110.80999755859375,109.30999755859375,109.3499984741211,88.3437728881836,6369300
2017-03-14,108.47000122070312,108.56999969482422,107.12000274658203,107.36000061035156,86.73605346679688,9935700
2017-03-15,108.08000183105469,108.9800033569336,107.54000091552734,108.87999725341797,87.96406555175781,9472100
