Date,X-260,X-180,X-150,X-120,X-100,X-80,X-60,X-40,X-20,X-15,X-10,X-5,X-1,X0,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Class (0.3%),Class (0.5%),Class (1%),Class (1.5%),Class (1.8%),Class (2%),Class (2.2%),Class (2.5%),Class (2.8%),Class (3%),Class (3.5%),Class (4%),Class (4.5%),Class (5%),Class (5.5%),Class (6%),Class (6.5%),Class (7%),Class (7.5%),Class (8%),Class (8.5%),Class (9%),Class (9.5%),Class (10%)
2018-01-16,61.13885980889812,14.145325161553465,26.517855300235077,26.784703851603965,10.75041211289254,8.181450502712638,9.010210216692846,9.266545308363986,9.80729898698287,9.09199519528501,6.649400326912639,5.2794512148802655,-0.9960323734376237,0.0,-0.6805471212848045,-0.8239083447819556,-0.3379992045388114,-0.47520171736009265,-1.629052765333344,-1.7581862863999334,-1.4469832113950503,-2.061427463599317,-2.6282035259448433,-1.7565845126202253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-17,55.63754685777065,12.22623806763011,24.69971305609458,24.188966273233817,10.343761702391483,8.80444242924423,8.584325364140986,7.696144905719915,7.038687988329256,7.7626686258202975,4.083718828482006,-2.172386380811783,-0.6805471212848045,0.0,-0.1440852508358836,0.34353095099439207,0.2121761679905465,-0.9371797287503236,-1.066362200365019,-0.7555549710909966,-1.3602572136086712,-1.9302422179216567,-1.0684242407941944,-4.645863299234028,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-18,56.01708234850359,12.228099000090491,25.045705394783013,25.388841232014542,9.690453508119827,7.988429101713034,6.322719070750333,6.949144693462417,7.044550474683239,8.266501238269285,1.6397308678387326,-2.3397159295735306,-0.1440852508358836,0.0,0.4897453196087094,0.3591586949137384,-0.7934036579318051,-0.923064403252281,-0.6112157221554902,-1.2160357697903412,-1.7887676769072933,-0.9259132520343358,-4.514251660241849,-5.422699312259188,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-19,48.71004615947311,12.06324837608711,26.0326721605394,25.55440826293031,11.691116134601788,8.378119798259721,5.5622375638486545,6.771262319951127,8.611765551883249,8.27769720167612,1.363866212503547,-0.082059843595784,0.4897453196087094,0.0,-0.133299884958901,-1.276325364008679,-1.404519068266627,-1.0958338076721528,-1.7008961600744286,-2.2650211129889435,-1.404732725797298,-4.9603063641006635,-5.860082748372492,-7.881511974152307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-22,48.369242306873645,11.275079785561616,26.236251563354703,26.35416242101109,8.52642661971796,10.0965469509959,6.03337618530859,6.627340982050129,7.545701388618981,7.309402596910064,4.185011911855575,-1.485113246784514,-0.133299884958901,0.0,-1.1350922344175491,-1.2625027976445702,-0.9558023156837858,-1.5552462467714059,-2.1165018673671465,-1.2634212472644903,-4.795148258554455,-5.688991854253586,-7.699697664514615,-6.6325844268770915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-23,22.068242835829093,11.485167747163999,21.845685510769954,26.34848003911597,7.928812981613028,9.599586448420473,7.566971203932777,3.49162506358517,7.464450139148375,4.999569975271106,3.666616936240426,-1.629052765333344,-1.1350922344175491,0.0,-0.12923209294779295,0.1809988885212449,-0.4104309129152006,-0.9846884629387801,-0.13625606251878475,-3.700135436848476,-4.602995852956942,-6.656473759949136,-5.625150184670842,-4.041737061746478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-24,24.65299683692187,13.062742447085189,21.89423173350341,8.033392379317146,5.942557635778236,8.80757512096063,5.584145985427432,3.8248661717761188,6.663039388071986,2.982553748872893,-3.262569135374868,-1.066362200365019,-0.12923209294779295,0.0,0.31088471013088503,-0.28010860144992844,-0.8563142746028425,-0.007726451560655878,-3.5781564652807294,-4.482775853377226,-6.542795322822654,-5.514722541353023,-3.926263003123567,-3.286251580424178,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-25,24.4128798028774,14.118479229412504,20.641452343034132,7.79035624966259,4.167734435818627,9.486468987340153,5.875106056147521,-0.4083992698754031,7.699740108792035,1.0235064271253629,-2.982174827770904,-0.6112157221554902,0.31088471013088503,0.0,-0.59247560427709,-1.164440796969351,-0.31559810990970194,-3.872976146374216,-4.774050839509558,-6.819923808707278,-5.7833046323906006,-4.205758785531426,-3.5666434236897286,-4.812010766811586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-26,24.29973894276026,14.719338753025397,15.787616383415674,9.906230767105896,2.1868122472969276,7.473443897757912,8.464723157538824,-1.1598735430747826,6.5393506676908295,-0.383755193880182,-1.8096545602225673,-1.7008961600744286,-0.59247560427709,0.0,-0.5725661695978504,0.2649078402294873,-3.271264020631744,-4.16741411439375,-6.213524354805362,-5.2062082079571,-3.628469086855193,-2.9958764151587207,-4.254556074820252,-2.47180063360217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-29,24.846776056567997,13.863028897025028,13.46490045900918,6.124907451473261,0.5793062054518501,6.837179016170547,7.026739419546583,-2.375342121877961,4.97671496724395,1.941005108820601,-3.6164580918821008,-2.1165018673671465,-0.5725661695978504,0.0,0.8417195525383816,-2.7387799427669006,-3.6466066194637583,-5.730688629722515,-4.733663683707137,-3.1266346729688816,-2.4888008835216286,-3.78381090748244,-1.9707336701156564,-1.6598779843099178,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-30,25.3548549761503,14.191515818668076,17.612184215660992,8.007212467001864,1.8010316189380884,5.9902807641051545,6.673389513791559,-1.756947217550616,4.818658453580673,3.4992641824030963,-1.7565845126202253,-0.13625606251878475,0.8417195525383816,0.0,-3.5898196524412764,-4.499357681689367,-6.570731250658484,-5.537385848164377,-3.94017114408007,-3.296720485528807,-4.564858229536792,-2.7587956245030254,-2.4580639285528862,-2.948578322978702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-31,20.13115016412742,11.663428508705628,15.195723156854562,2.6310359687098543,-3.875988915748783,2.4049487919123873,1.9505872871660053,-3.587251547729017,-0.9048734250715533,-6.820370585181595,-4.645863299234028,-3.5781564652807294,-3.5898196524412764,0.0,-0.9453382301941922,-3.1716285014912997,-2.2495269732100054,-0.5327914958987519,0.11651388479935498,-1.330839226511129,0.5923286845549987,0.9521386269594281,0.4527643079654782,0.3365664023745092,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-01,19.92091494093762,11.65250447485726,11.609816929183518,2.569960476419668,-4.818727293300334,2.0927743142786497,-1.4305230812545862,0.9735712884212484,-4.027683523313298,-7.753829956695121,-5.422699312259188,-4.774050839509558,-0.9453382301941922,0.0,-2.2692624098691176,-1.3760558064656507,0.3738326912987491,1.0252021880527744,-0.4709847884956506,1.484853893401266,1.8606705465757418,1.3585488790774152,1.2532430430777364,2.7131836399056857,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-02,14.913686095229831,8.228932765283314,10.419672617429976,0.20793970683010343,-7.272127440587387,-0.2241635373463975,-1.3458451309411723,-0.7200773256730528,-6.898243462821869,-8.077413493140012,-7.881511974152307,-6.213524354805362,-2.2692624098691176,0.0,0.8369573997517974,2.70689447543704,3.37658973201838,1.725206692699869,3.803977107763367,4.228371067195484,3.7091568843469203,3.6296835963545764,5.184647268551107,5.179507104362971,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
2018-02-05,16.548817049372722,9.126584305779108,13.4461078478622,1.9174587973063852,-6.541715366330236,0.48111410292643386,-1.6553443283753888,-1.2060981606249537,-3.2141791787232927,-8.033962884341594,-6.6325844268770915,-4.733663683707137,0.8369573997517974,0.0,1.917881204504674,2.6145538385698934,0.940381051880161,3.07663366963397,3.5034285576571804,2.9644455888791397,2.870636652772466,4.467378707463418,4.461732125478202,3.8294989044764747,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
