Date,X-260,X-180,X-150,X-120,X-100,X-80,X-60,X-40,X-20,X-15,X-10,X-5,X-1,X0,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Class (0.3%),Class (0.5%),Class (1%),Class (1.5%),Class (1.8%),Class (2%),Class (2.2%),Class (2.5%),Class (2.8%),Class (3%),Class (3.5%),Class (4%),Class (4.5%),Class (5%),Class (5.5%),Class (6%),Class (6.5%),Class (7%),Class (7.5%),Class (8%),Class (8.5%),Class (9%),Class (9.5%),Class (10%)
2018-01-16,-22.754271222756543,-16.081271593582144,-17.846678842311594,-4.7936567851361085,5.803314432361606,1.4999068385434065,3.122625376559343,7.258003105737222,4.8444162160703925,2.013106764409475,-0.44366497071075894,1.1768068529493607,-0.8212601999613789,0.0,-2.6992198605647397,-3.5811955265582807,-2.882981727935924,-4.055796225725725,-4.028256418170092,-3.9472360075509987,-4.495764941520417,-5.789816122636481,-3.204875684608845,-3.7830532627520865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-17,-26.682795266410743,-16.919006634267937,-21.3841754733826,-1.351830822099842,3.3673734224933263,-2.1047475481952507,-0.054053082328719526,3.895097399101516,3.154082124110424,-0.5625169070111671,-4.213073223386974,-2.308784593720868,-2.6992198605647397,0.0,-0.9021967013384544,-0.17946170239788622,-1.3510351158364882,-1.3169636546059207,-1.2360522733882073,-1.7927189099911318,-3.076963012742923,-0.4647339922692777,-1.083745352319134,-2.789183426431852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-18,-25.74760575629693,-17.039543618287343,-21.80289988993922,-4.80721220498744,1.9424921722627069,-4.490761892758425,-2.1870484284825453,2.140307408679311,0.8460496744468662,-3.084970706820207,-3.6424700886748025,-2.46757723882864,-0.9021967013384544,0.0,0.7345052727151249,-0.4422774867396456,-0.40583210469572495,-0.324568845093405,-0.8866638895603743,-2.1737601117180945,0.4602544783936602,-0.17554869701713915,-1.8988751243647686,-1.5646504663529646,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-19,-25.503611394817124,-17.21679710051603,-21.49577112951356,-3.354225218370736,2.916288764406854,-3.772476783464297,-1.173054331070567,2.965161923781043,0.12520846742987057,-3.002118614210062,-3.852214780661509,-2.9963479035885436,0.7345052727151249,0.0,-1.1689951628582094,-1.1345636386447733,-1.0538318614926454,-1.6098515535137436,-2.8907099546025954,-0.2822387213647599,-0.9026360775681097,-2.6063383000125175,-2.275515970510822,-9.638600671055574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-22,-26.71676433862876,-18.021922243631213,-23.65217151427036,-5.206687949056164,1.1837905403349431,-4.190687895208754,-8.089789021253802,3.5040630235843615,-3.112720080731932,-4.1966934290507805,-2.455572138715946,-4.846180588309775,-1.1689951628582094,0.0,0.03710779684352636,0.11747472923841296,-0.43985870996887183,-1.7114513910403548,0.8984957852150224,0.2629626221778145,-1.446363378362698,-1.1150959548335453,-8.529742098827843,-6.267624294402847,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-23,-28.180149911321138,-18.681481792532846,-23.005608784351043,-2.6373140443168435,0.9622502183956385,-3.638552668654535,-4.510703132894292,3.85726105956814,-2.1885961896452404,-4.618971102838198,-2.9143642553308724,-4.028256418170092,0.03710779684352636,0.0,0.08018360901726188,-0.47575706405804274,-1.7445594995874918,0.8590132070442231,0.2254991006598665,-1.4795049469374,-1.1490547463471557,-8.544094985056148,-6.286245002818978,-6.861640324325236,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-24,-27.711010699053055,-17.420335483620185,-22.954118787965516,-2.1700524889669417,2.0205716852164564,-3.8177503689090333,-1.9974619445595252,4.061707030285376,-1.8535546179041518,-5.498580723013153,-3.5681497477758124,-1.2360522733882073,0.08018360901726188,0.0,-0.5558545541959996,-1.8253000031982929,0.7781895373908749,0.14570723439374256,-1.558923530368805,-1.2285015311641456,-8.620062791448445,-6.359560997628177,-6.936122396545968,-6.473144582217982,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-25,-28.23996581937476,-17.199494918519775,-23.249681472007225,-2.742194610082196,1.7774742333188591,-4.024000594020459,-2.070475406326195,4.074572157230685,-4.028605331791691,-4.57826689912547,-3.3847808581951857,-0.8866638895603743,-0.5558545541959996,0.0,-1.2691532940779104,1.343498041307872,0.7017466408919356,-1.0111026814905189,-0.6793950480453367,-8.119546298229922,-5.87005597603937,-6.4403991510388305,-5.977767614686829,-4.473284958425143,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-26,-30.57141027831397,-18.6399081931372,-24.910933065556122,-5.794188003522914,-1.8619122313952978,-5.948709925549154,-4.229784828411703,0.5140767625940725,-6.01047086584747,-6.8089288183560805,-5.911796290359247,-2.8907099546025954,-1.2691532940779104,0.0,2.6063236799642557,1.9502752684082063,0.23657842847754784,0.5677591999053102,-6.90518665983749,-4.703828578302038,-5.254229939358328,-4.797164820486145,-3.3359083253550867,-3.9361316019946067,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-29,-29.177600264568618,-15.204921764754385,-22.316427965408856,-2.2252060693515077,0.11984064531165473,-2.8887959863261585,-1.2107451625543817,0.22150162107116422,-3.317741938619594,-1.567540877505862,-4.011329007536556,0.8984957852150224,2.6063236799642557,0.0,-0.6157395475171243,-2.2981733815355723,-1.9716335029831402,-9.249229074676308,-6.98819552930501,-7.569556025771403,-7.109080298111898,-5.58534005943355,-6.208722947811218,-7.1998294453762215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
