Date,X-260,X-180,X-150,X-120,X-100,X-80,X-60,X-40,X-20,X-15,X-10,X-5,X-1,X0,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Class (0.3%),Class (0.5%),Class (1%),Class (1.5%),Class (1.8%),Class (2%),Class (2.2%),Class (2.5%),Class (2.8%),Class (3%),Class (3.5%),Class (4%),Class (4.5%),Class (5%),Class (5.5%),Class (6%),Class (6.5%),Class (7%),Class (7.5%),Class (8%),Class (8.5%),Class (9%),Class (9.5%),Class (10%)
2018-01-16,-54.566139864053255,-48.901130947578835,-49.096688092927444,-36.55947768938763,-26.07160113184757,-17.815684086352086,-15.42467535574417,9.06218137066268,0.5911813775270867,-4.165527026059253,0.11147800258982654,-0.40644376760285084,0.23723875615841766,0.0,-0.4224731387976879,-0.778344343793681,-1.3932954170175302,-0.13368367155125083,-2.3163341379297773,-1.9130540931908029,0.2744996148739607,1.6010611066058482,1.2019202991770368,1.0533215562728804,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-17,-55.01342216051302,-48.66779034538554,-50.855755084251015,-36.85869919362249,-29.144125362534723,-17.80832558441963,-15.118093752016108,9.7800745326828,-2.1471214474483142,-3.340877811224949,-3.844969578257393,3.5174006386631427,-0.4224731387976879,0.0,-0.3547130121363783,-0.9646486745398772,0.29185878219049144,-1.8785977412716643,-1.4776384652412786,0.698876203638843,2.0236298788801506,1.6236496668274591,1.4711542262943045,1.4219090032029031,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-18,-55.315558207119636,-50.19429857023458,-51.27797555335166,-39.55796491364692,-28.281109847043844,-18.294400335840713,-17.581076034906197,8.663027443527932,-6.31966145612275,-4.499840832330578,-1.6096372409850184,-2.612989059193767,-0.3547130121363783,0.0,-0.6115378502775658,0.6543801196684003,-1.5265568080066823,-1.1237190193826785,1.0643103584961606,2.400224154448008,1.9957034018933326,1.8384533633101738,1.78912841187383,2.6619236109165594,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-19,-55.218945640949315,-49.581871071332145,-51.30319818280261,-39.325008216539345,-29.466448260472482,-23.058773288455754,-17.489740885321794,8.123366225192488,-5.3216995068136255,-3.3535492990274935,-1.1649793654919063,-2.460175158733306,-0.6115378502775658,0.0,1.2730536438751399,-0.9103204007989016,-0.5071309960595269,1.6850632898484539,3.030621029234936,2.621183373740826,2.456881504858388,2.407771910539429,3.2816808615935225,4.140401428055239,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-22,-54.82527652335693,-44.12677771386937,-47.73079859565614,-38.74653067601615,-30.706233379974357,-22.19155240034905,-15.97933852458534,12.609415838972728,-2.705352717678091,-2.1986534666608137,0.6668364145924821,0.10854117439450928,1.2730536438751399,0.0,-2.1416026550452067,-1.7459277756427682,0.4008509816691738,1.7041948411682495,1.3116126883887183,1.1643489737515753,1.1156323630074643,1.9725423159093782,2.8401146319155064,1.572406540487611,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-23,-56.36260436992119,-44.89988121953135,-47.3834698304639,-40.46313616066908,-32.05424060019003,-23.500044429112762,-17.503108460023263,11.530690513679211,-6.5587098773742225,-2.2939917094742865,-2.746746153581397,-2.3163341379297773,-2.1416026550452067,0.0,0.40221491706339607,2.5924268417360765,3.9471989782847494,3.5320399274049112,3.357967450837809,3.3093565379845433,4.181670808205775,5.0202325254473426,3.640596907079409,3.5713340748641507,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
2018-01-24,-55.810917483087934,-48.14042415689486,-46.02949491595699,-41.27726033032262,-30.256936099697512,-22.520930029853247,-16.874883557995407,16.615610715391075,-4.876500161420663,-5.372296292408894,2.004154280071104,-1.4776384652412786,0.40221491706339607,0.0,2.1824136469312316,3.5277623768237794,3.1167676748468147,2.9476889470435945,2.8990507980086653,3.7686138993884253,4.612736733650147,3.253850235618712,3.1783002314784583,3.595853288034105,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2018-01-25,-54.44125804240417,-47.419344203828885,-43.82284256252029,-35.615449318711185,-24.71038203011613,-18.62318791200969,-8.286571639483729,21.401006927612507,-3.5030473437101124,-0.5528382486619758,-1.5956968759169585,1.0643103584961606,2.1824136469312316,0.0,1.2905631934246884,0.903123431928133,0.7611344118507023,0.7125255555286102,1.5643907871527345,2.43499312042564,1.191009550694882,1.0823836872572161,1.5009120121876371,0.2093234666803685,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-26,-54.17015085573641,-47.1606561645232,-43.18111898483465,-34.90390275517926,-25.084753622260173,-19.285267279202014,-12.640130217540205,23.73216270564996,-0.3549837925850925,1.900423523892183,0.4879150839039279,3.030621029234936,1.2905631934246884,0.0,-0.3696051675309143,-0.4945317304244423,-0.5425717356049107,0.28952388411477115,1.1653386992597765,0.0010160983473124219,-0.1252394826398211,0.2890910120024692,-0.9271798052777243,-3.476516231592509,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-29,-55.03396085799764,-45.40066668951422,-43.16631250950518,-34.31223998320487,-23.731814728923222,-23.238047573692164,-15.860799116224854,15.341145573368305,-0.8608603049580488,2.0349815927939625,1.4443632058665874,1.3116126883887183,-0.3696051675309143,0.0,-0.13031373650020095,-0.1786793376663145,0.6619452956392945,1.539155562910786,0.34774793808371385,0.22620902216565586,0.6431412949360382,-0.5991219101041789,-3.170277192664358,-0.12151392501714664,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
